0 ,0 ,36 ,36 ,36
1 ,0 ,35 ,35 ,35
2 ,0 ,36 ,36 ,36
3 ,0 ,36 ,36 ,36
4 ,0 ,36 ,36 ,36
5 ,0 ,36 ,36 ,36
6 ,0 ,37 ,37 ,37
7 ,0 ,36 ,36 ,36
8 ,0 ,37 ,37 ,37
9 ,0 ,35 ,35 ,35
10 ,0 ,37 ,37 ,37
11 ,0 ,36 ,36 ,36
12 ,0 ,37 ,37 ,37
13 ,0 ,36 ,36 ,36
14 ,0 ,36 ,36 ,36
15 ,0 ,37 ,37 ,37
16 ,0 ,36 ,36 ,36
17 ,0 ,36 ,36 ,36
18 ,0 ,36 ,36 ,36
19 ,0 ,36 ,36 ,36
20 ,0 ,36 ,36 ,36
21 ,0 ,36 ,36 ,36
22 ,0 ,36 ,36 ,36
23 ,0 ,36 ,36 ,36
24 ,0 ,36 ,36 ,36
25 ,0 ,36 ,36 ,36
26 ,0 ,36 ,36 ,36
27 ,0 ,36 ,36 ,36
28 ,0 ,36 ,36 ,36
29 ,0 ,36 ,36 ,36
30 ,0 ,36 ,36 ,36
31 ,0 ,36 ,36 ,36
32 ,0 ,35 ,35 ,35
33 ,0 ,36 ,36 ,36
34 ,0 ,37 ,37 ,37
35 ,0 ,36 ,36 ,36
36 ,0 ,36 ,36 ,36
37 ,0 ,36 ,36 ,36
38 ,0 ,37 ,37 ,37
39 ,0 ,36 ,36 ,36
40 ,0 ,36 ,36 ,36
41 ,0 ,37 ,37 ,37
42 ,0 ,37 ,37 ,37
43 ,0 ,37 ,37 ,37
44 ,0 ,36 ,36 ,36
45 ,0 ,36 ,36 ,36
46 ,0 ,37 ,37 ,37
47 ,0 ,36 ,36 ,36
48 ,0 ,36 ,36 ,36
49 ,0 ,37 ,37 ,37
50 ,0 ,37 ,37 ,37
51 ,0 ,36 ,36 ,36
52 ,0 ,37 ,37 ,37
53 ,0 ,35 ,35 ,35
54 ,0 ,37 ,37 ,37
55 ,0 ,37 ,37 ,37
56 ,0 ,38 ,38 ,38
57 ,0 ,37 ,37 ,37
58 ,0 ,34 ,34 ,34
59 ,0 ,29 ,29 ,29
60 ,0 ,26 ,26 ,26
61 ,0 ,27 ,27 ,27
62 ,0 ,29 ,29 ,29
63 ,0 ,52 ,52 ,52
64 ,0 ,64 ,64 ,64
65 ,0 ,64 ,64 ,64
66 ,0 ,64 ,64 ,64
67 ,0 ,64 ,64 ,64
68 ,0 ,63 ,63 ,63
69 ,0 ,62 ,62 ,62
70 ,0 ,58 ,58 ,58
71 ,0 ,41 ,41 ,41
72 ,0 ,36 ,36 ,36
73 ,0 ,37 ,37 ,37
74 ,0 ,37 ,37 ,37
75 ,0 ,37 ,37 ,37
76 ,0 ,37 ,37 ,37
0 ,1 ,36 ,36 ,36
1 ,1 ,36 ,36 ,36
2 ,1 ,36 ,36 ,36
3 ,1 ,36 ,36 ,36
4 ,1 ,36 ,36 ,36
5 ,1 ,36 ,36 ,36
6 ,1 ,35 ,35 ,35
7 ,1 ,37 ,37 ,37
8 ,1 ,36 ,36 ,36
9 ,1 ,36 ,36 ,36
10 ,1 ,36 ,36 ,36
11 ,1 ,35 ,35 ,35
12 ,1 ,36 ,36 ,36
13 ,1 ,36 ,36 ,36
14 ,1 ,36 ,36 ,36
15 ,1 ,36 ,36 ,36
16 ,1 ,36 ,36 ,36
